# V.34 Phase 3 STFT sub-sequence scores
# sym_rate=3000  fc=1800
# columns: time_s  S_score  PP_score  TRN_flat  label
3.5550  3.920  -0.015  0.511  T
3.5600  4.634  0.002  0.511  T
3.5650  1.460  0.005  0.440  T
3.5700  0.477  0.046  0.454  T
3.5750  0.972  0.048  0.483  T
3.5800  1.597  0.016  0.498  T
3.5850  1.442  -0.039  0.488  T
3.5900  0.233  -0.002  0.484  T
3.5950  0.228  -0.045  0.356  T
3.6000  1.307  -0.031  0.387  T
3.6050  1.123  0.026  0.497  T
3.6100  2.409  0.055  0.377  T
3.6150  1.545  0.022  0.603  T
3.6200  2.507  -0.013  0.531  T
3.6250  0.715  -0.137  0.501  T
3.6300  0.248  0.001  0.436  T
3.6350  0.993  0.063  0.452  T
3.6400  2.107  0.090  0.506  T
3.6450  3.148  0.071  0.480  T
3.6500  3.739  0.015  0.454  T
3.6550  4.163  0.014  0.462  T
3.6600  1.719  -0.027  0.466  T
3.6650  0.648  -0.044  0.391  T
3.6700  0.949  0.023  0.459  T
3.6750  1.199  -0.043  0.521  T
3.6800  0.964  0.027  0.419  T
3.6850  2.822  -0.008  0.436  T
3.6900  3.895  0.016  0.449  T
3.6950  2.402  0.025  0.462  T
3.7000  1.156  0.008  0.504  T
3.7050  0.572  -0.060  0.503  T
3.7100  0.434  0.052  0.444  T
3.7150  1.208  0.067  0.426  T
3.7200  1.518  0.052  0.461  T
3.7250  0.924  0.065  0.465  T
3.7300  0.460  -0.009  0.348  T
3.7350  2.838  -0.051  0.446  T
3.7400  1.964  0.067  0.379  T
3.7450  2.174  -0.037  0.447  T
3.7500  3.474  -0.041  0.448  T
3.7550  3.129  0.006  0.525  T
3.7600  2.085  -0.028  0.466  T
3.7650  1.085  0.006  0.606  T
3.7700  0.349  0.020  0.467  T
3.7750  0.311  -0.083  0.490  T
3.7800  0.188  -0.004  0.411  T
3.7850  0.549  0.076  0.456  T
3.7900  0.837  -0.083  0.515  T
